entry_id,contest_id,contest_name,entry_fee,P,C/1B,2B,3B,SS,OF,OF,OF,UTIL,"","Instructions"
"3672245601","127566-279197667","$6K Thu MLB Wiffle Ball (150 Entries Max)","0.05","","","","","","","","","","","1) Edit your lineup by inserting any player from this list into their appropriate position columns"
"3672245602","127566-279197667","$6K Thu MLB Wiffle Ball (150 Entries Max)","0.05","","","","","","","","","","","2) You can paste either the Player ID + Name OR ID from their respective columns"
"3672245604","127566-279197667","$6K Thu MLB Wiffle Ball (150 Entries Max)","0.05","","","","","","","","","","","3) Any information to the right of the last position column will be ignored in the upload. Don't leave blank rows. Any entries after a blank row will not be edited"
"3672245607","127566-279197667","$6K Thu MLB Wiffle Ball (150 Entries Max)","0.05","","","","","","","","","","","4) You can not use this form to create new entries"
"3672245609","127566-279197667","$6K Thu MLB Wiffle Ball (150 Entries Max)","0.05","","","","","","","","","",""
"3672245611","127566-279197667","$6K Thu MLB Wiffle Ball (150 Entries Max)","0.05","","","","","","","","","","",Player ID + Player Name,Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,Probable Pitcher,Batting Order,Roster Position
"","","","","","","","","","","","","","",127566-225386:Chandler Simpson,127566-225386,OF,Chandler,Chandler Simpson,Simpson,9.326605280604932,109,2800,TB@STL,TB,STL,,,,,,OF/UTIL
"","","","","","","","","","","","","","",127566-135366:Masyn Winn,127566-135366,SS,Masyn,Masyn Winn,Winn,8.704651352046996,129,2800,TB@STL,STL,TB,,,,,,SS/UTIL
"","","","","","","","","","","","","","",127566-198869:Kyle Teel,127566-198869,C,Kyle,Kyle Teel,Teel,8.975640712640224,78,2800,CWS@MIL,CWS,MIL,IL,Hamstring,,,0,C/1B/UTIL
"","","","","","","","","","","","","","",127566-119341:Wenceel Perez,127566-119341,OF,Wenceel,Wenceel Perez,Perez,8.653773469744989,106,2800,DET@SD,DET,SD,,,,,,OF/UTIL
"","","","","","","","","","","","","","",127566-119372:Miguel Vargas,127566-119372,OF/3B/1B,Miguel,Miguel Vargas,Vargas,9.376811594202898,138,2800,CWS@MIL,CWS,MIL,,,,,3,C/1B/3B/OF/UTIL
"","","","","","","","","","","","","","",127566-119405:Bryson Stott,127566-119405,2B/SS,Bryson,Bryson Stott,Stott,8.928476497826987,151,2800,TEX@PHI,PHI,TEX,,,,,,2B/SS/UTIL
"","","","","","","","","","","","","","",127566-82570:Jake Burger,127566-82570,1B,Jake,Jake Burger,Burger,8.030096850348908,103,2800,TEX@PHI,TEX,PHI,,,,,,C/1B/UTIL
"","","","","","","","","","","","","","",127566-119437:Josh Jung,127566-119437,3B,Josh,Josh Jung,Jung,8.077099050274333,131,2800,TEX@PHI,TEX,PHI,,,,,,3B/UTIL
"","","","","","","","","","","","","","",127566-164507:Colton Cowser,127566-164507,OF,Colton,Colton Cowser,Cowser,8.871739263119904,92,2800,MIN@BAL,BAL,MIN,,,,,,OF/UTIL
"","","","","","","","","","","","","","",127566-17139:J.T. Realmuto,127566-17139,C,J.T.,J.T. Realmuto,Realmuto,8.568840579710145,138,2800,TEX@PHI,PHI,TEX,,,,,,C/1B/UTIL
"","","","","","","","","","","","","","",127566-68547:Tyler O'Neill,127566-68547,OF,Tyler,Tyler O'Neill,O'Neill,8.766666553638599,54,2800,MIN@BAL,BAL,MIN,,,,,,OF/UTIL
"","","","","","","","","","","","","","",127566-13342:Nick Castellanos,127566-13342,OF,Nick,Nick Castellanos,Castellanos,8.59006606348303,151,2800,DET@SD,SD,DET,,,,,,OF/UTIL
"","","","","","","","","","","","","","",127566-179272:Spencer Steer,127566-179272,OF/1B/2B,Spencer,Spencer Steer,Steer,8.960810480891046,148,2800,BOS@CIN,CIN,BOS,,,,,,C/1B/2B/OF/UTIL
"","","","","","","","","","","","","","",127566-146667:Jordan Westburg,127566-146667,3B/2B,Jordan,Jordan Westburg,Westburg,10.085882209329045,85,2800,MIN@BAL,BAL,MIN,IL,Elbow,,,,2B/3B/UTIL
"","","","","","","","","","","","","","",127566-79110:Tyler Stephenson,127566-79110,C,Tyler,Tyler Stephenson,Stephenson,9.011111111111111,90,2800,BOS@CIN,CIN,BOS,,,,,,C/1B/UTIL
"","","","","","","","","","","","","","",127566-79141:Ryan O'Hearn,127566-79141,1B/OF,Ryan,Ryan O'Hearn,O'Hearn,8.734013771524234,147,2800,PIT@NYM,PIT,NYM,,,,,,C/1B/OF/UTIL
"","","","","","","","","","","","","","",127566-5456:Andrew McCutchen,127566-5456,OF,Andrew,Andrew McCutchen,McCutchen,8.153332971643518,135,2800,TEX@PHI,TEX,PHI,,,,,,OF/UTIL
"","","","","","","","","","","","","","",127566-79195:Miguel Andujar,127566-79195,OF/1B/3B,Miguel,Miguel Andujar,Andujar,8.21250025431315,96,2800,DET@SD,SD,DET,,,,,,C/1B/3B/OF/UTIL
"","","","","","","","","","","","","","",127566-197982:Dylan Crews,127566-197982,OF,Dylan,Dylan Crews,Crews,8.589411477481617,85,2800,WSH@CHC,WSH,CHC,,,,,,OF/UTIL
"","","","","","","","","","","","","","",127566-118210:Jake Cronenworth,127566-118210,1B/2B,Jake,Jake Cronenworth,Cronenworth,8.302173559216486,138,2800,DET@SD,SD,DET,,,,,,C/1B/2B/UTIL
"","","","","","","","","","","","","","",127566-118218:Zach McKinstry,127566-118218,SS/3B/OF,Zach,Zach McKinstry,McKinstry,8.592105263157896,152,2800,DET@SD,DET,SD,,,,,,3B/SS/OF/UTIL
"","","","","","","","","","","","","","",127566-181829:Spencer Horwitz,127566-181829,1B,Spencer,Spencer Horwitz,Horwitz,8.949074074074074,108,2800,PIT@NYM,PIT,NYM,,,,,,C/1B/UTIL
"","","","","","","","","","","","","","",127566-165507:Matt McLain,127566-165507,SS/2B,Matt,Matt McLain,McLain,8.300671468645135,149,2800,BOS@CIN,CIN,BOS,,,,,,2B/SS/UTIL
"","","","","","","","","","","","","","",127566-161418:Romy Gonzalez,127566-161418,1B/2B,Romy,Romy Gonzalez,Gonzalez,9.029293175899621,99,2800,BOS@CIN,BOS,CIN,IL,Shoulder,,,,C/1B/2B/UTIL
"","","","","","","","","","","","","","",127566-165559:Yainer Diaz,127566-165559,C,Yainer,Yainer Diaz,Diaz,8.211188469733392,143,2800,LAA@HOU,HOU,LAA,,,,,,C/1B/UTIL
"","","","","","","","","","","","","","",127566-38614:Carlos Correa,127566-38614,SS/3B,Carlos,Carlos Correa,Correa,8.122222052680122,144,2800,LAA@HOU,HOU,LAA,,,,,,3B/SS/UTIL
"","","","","","","","","","","","","","",127566-165605:Sal Frelick,127566-165605,OF,Sal,Sal Frelick,Frelick,9.414569374741308,151,2800,CWS@MIL,MIL,CWS,,,,,,OF/UTIL
"","","","","","","","","","","","","","",127566-165707:Josh Smith,127566-165707,SS/3B/2B/1B/OF,Josh,Josh Smith,Smith,8.010416666666666,144,2800,TEX@PHI,TEX,PHI,,,,,,C/1B/2B/3B/SS/OF/UTIL
"","","","","","","","","","","","","","",127566-165725:Daylen Lile,127566-165725,OF,Daylen,Daylen Lile,Lile,9.996703430846496,91,2800,WSH@CHC,WSH,CHC,,,,,,OF/UTIL
"","","","","","","","","","","","","","",127566-102362:Trevor Larnach,127566-102362,OF,Trevor,Trevor Larnach,Larnach,8.559155101507482,142,2800,MIN@BAL,MIN,BAL,,,,,,OF/UTIL
"","","","","","","","","","","","","","",127566-102365:Francisco Alvarez,127566-102365,C,Francisco,Francisco Alvarez,Alvarez,8.386842426500822,76,2800,PIT@NYM,NYM,PIT,,,,,,C/1B/UTIL
"","","","","","","","","","","","","","",127566-102370:Alec Bohm,127566-102370,3B/1B,Alec,Alec Bohm,Bohm,8.868547993321572,124,2800,TEX@PHI,PHI,TEX,,,,,,C/1B/3B/UTIL
"","","","","","","","","","","","","","",127566-135204:Dillon Dingler,127566-135204,C,Dillon,Dillon Dingler,Dingler,8.118656898612407,134,2700,DET@SD,DET,SD,,,,,,C/1B/UTIL
"","","","","","","","","","","","","","",127566-61553:Yoan Moncada,127566-61553,3B,Yoan,Yoan Moncada,Moncada,8.301190330868675,84,2700,LAA@HOU,LAA,HOU,,,,,,3B/UTIL
"","","","","","","","","","","","","","",127566-219698:Caleb Durbin,127566-219698,3B/2B,Caleb,Caleb Durbin,Durbin,8.593792935075431,145,2700,BOS@CIN,BOS,CIN,,,,,,2B/3B/UTIL
"","","","","","","","","","","","","","",127566-119368:Ryan Jeffers,127566-119368,C,Ryan,Ryan Jeffers,Jeffers,8.192437179950105,119,2700,MIN@BAL,MIN,BAL,,,,,,C/1B/UTIL
"","","","","","","","","","","","","","",127566-82536:Cedric Mullins,127566-82536,OF,Cedric,Cedric Mullins,Mullins,8.993232899142388,133,2700,TB@STL,TB,STL,,,,,,OF/UTIL
"","","","","","","","","","","","","","",127566-82569:Gavin Sheets,127566-82569,1B/OF,Gavin,Gavin Sheets,Sheets,8.28310827306799,148,2700,DET@SD,SD,DET,,,,,,C/1B/OF/UTIL
"","","","","","","","","","","","","","",127566-82615:Mark Vientos,127566-82615,3B,Mark,Mark Vientos,Vientos,8.184297419776602,121,2700,PIT@NYM,NYM,PIT,,,,,,3B/UTIL
"","","","","","","","","","","","","","",127566-119495:Andrew Vaughn,127566-119495,1B,Andrew,Andrew Vaughn,Vaughn,8.357851138784866,121,2700,CWS@MIL,MIL,CWS,,,,,,C/1B/UTIL
"","","","","","","","","","","","","","",127566-82660:Luis Garcia Jr.,127566-82660,2B/1B,Luis,Luis Garcia Jr.,Garcia Jr.,8.751079312331385,139,2700,WSH@CHC,WSH,CHC,,,,,,C/1B/2B/UTIL
"","","","","","","","","","","","","","",127566-68495:Andrew Benintendi,127566-68495,OF,Andrew,Andrew Benintendi,Benintendi,9.318103658741919,116,2700,CWS@MIL,CWS,MIL,,,,,4,OF/UTIL
"","","","","","","","","","","","","","",127566-79082:Ryan Mountcastle,127566-79082,1B,Ryan,Ryan Mountcastle,Mountcastle,7.553932447112008,89,2700,MIN@BAL,BAL,MIN,,,,,,C/1B/UTIL
"","","","","","","","","","","","","","",127566-232803:Zach Cole,127566-232803,OF,Zach,Zach Cole,Cole,11.886666870117187,15,2700,LAA@HOU,HOU,LAA,,,,,,OF/UTIL
"","","","","","","","","","","","","","",127566-79257:Josh Lowe,127566-79257,OF,Josh,Josh Lowe,Lowe,8.983333446361401,108,2700,LAA@HOU,LAA,HOU,,,,,,OF/UTIL
"","","","","","","","","","","","","","",127566-181811:Ceddanne Rafaela,127566-181811,OF/2B/SS,Ceddanne,Ceddanne Rafaela,Rafaela,8.85345881240173,159,2700,BOS@CIN,BOS,CIN,,,,,,2B/SS/OF/UTIL
"","","","","","","","","","","","","","",127566-222837:Moises Ballesteros,127566-222837,C,Moises,Moises Ballesteros,Ballesteros,8.039130169412363,23,2700,WSH@CHC,CHC,WSH,,,,,,C/1B/UTIL
"","","","","","","","","","","","","","",127566-102415:Nolan Gorman,127566-102415,2B/3B,Nolan,Nolan Gorman,Gorman,7.672071852125563,111,2600,TB@STL,STL,TB,,,,,,2B/3B/UTIL
"","","","","","","","","","","","","","",127566-135218:Jake Meyers,127566-135218,OF,Jake,Jake Meyers,Meyers,8.034615149864784,104,2600,LAA@HOU,HOU,LAA,,,,,,OF/UTIL
"","","","","","","","","","","","","","",127566-135260:Logan O'Hoppe,127566-135260,C,Logan,Logan O'Hoppe,O'Hoppe,6.920168067226891,119,2600,LAA@HOU,LAA,HOU,,,,,,C/1B/UTIL
"","","","","","","","","","","","","","",127566-73871:Carson Kelly,127566-73871,C,Carson,Carson Kelly,Kelly,8.390756302521009,119,2600,WSH@CHC,CHC,WSH,,,,,,C/1B/UTIL
"","","","","","","","","","","","","","",127566-198878:Sal Stewart,127566-198878,3B,Sal,Sal Stewart,Stewart,9.55999984741211,20,2600,BOS@CIN,CIN,BOS,,,,,,3B/UTIL
"","","","","","","","","","","","","","",127566-119307:Adley Rutschman,127566-119307,C,Adley,Adley Rutschman,Rutschman,7.743333604600695,90,2600,MIN@BAL,BAL,MIN,,,,,,C/1B/UTIL
"","","","","","","","","","","","","","",127566-119376:Brett Baty,127566-119376,3B/2B,Brett,Brett Baty,Baty,7.773845966045673,130,2600,PIT@NYM,NYM,PIT,,,,,,2B/3B/UTIL
"","","","","","","","","","","","","","",127566-53994:Josh Bell,127566-53994,1B,Josh,Josh Bell,Bell,8.316428920200893,140,2600,MIN@BAL,MIN,BAL,,,,,,C/1B/UTIL
"","","","","","","","","","","","","","",127566-136090:Nick Gonzales,127566-136090,2B/SS,Nick,Nick Gonzales,Gonzales,7.424999872843425,96,2600,PIT@NYM,PIT,NYM,,,,,,2B/SS/UTIL
"","","","","","","","","","","","","","",127566-197762:Carlos Narvaez,127566-197762,C,Carlos,Carlos Narvaez,Narvaez,8.076033158735795,121,2600,BOS@CIN,BOS,CIN,,,,,,C/1B/UTIL
"","","","","","","","","","","","","","",127566-85279:Miguel Amaya,127566-85279,C,Miguel,Miguel Amaya,Amaya,10.403570992606026,28,2600,WSH@CHC,CHC,WSH,,,,,,C/1B/UTIL
"","","","","","","","","","","","","","",127566-13864:Joc Pederson,127566-13864,OF/1B,Joc,Joc Pederson,Pederson,5.943749745686849,96,2600,TEX@PHI,TEX,PHI,,,,,,C/1B/OF/UTIL
"","","","","","","","","","","","","","",127566-181812:Wilyer Abreu,127566-181812,OF,Wilyer,Wilyer Abreu,Abreu,9.255084538863876,118,2600,BOS@CIN,BOS,CIN,,,,,,OF/UTIL
"","","","","","","","","","","","","","",127566-181851:Jared Triolo,127566-181851,3B/2B/1B/SS,Jared,Jared Triolo,Triolo,7.198130955205899,107,2600,PIT@NYM,PIT,NYM,,,,,,C/1B/2B/3B/SS/UTIL
"","","","","","","","","","","","","","",127566-165544:Lenyn Sosa,127566-165544,2B/3B/1B,Lenyn,Lenyn Sosa,Sosa,8.556428745814733,140,2600,CWS@MIL,CWS,MIL,,,,,0,C/1B/2B/3B/UTIL
"","","","","","","","","","","","","","",127566-165557:Colt Keith,127566-165557,1B/2B/3B,Colt,Colt Keith,Keith,7.348591549295775,142,2600,DET@SD,DET,SD,,,,,,C/1B/2B/3B/UTIL
"","","","","","","","","","","","","","",127566-165575:Denzer Guzman,127566-165575,SS,Denzer,Denzer Guzman,Guzman,5.484615619365986,13,2600,LAA@HOU,LAA,HOU,,,,,,SS/UTIL
"","","","","","","","","","","","","","",127566-102303:Triston Casas,127566-102303,1B,Triston,Triston Casas,Casas,6.327586206896552,29,2600,BOS@CIN,BOS,CIN,IL,Knee,,,,C/1B/UTIL
"","","","","","","","","","","","","","",127566-102435:Blaze Alexander,127566-102435,SS/2B/3B/OF,Blaze,Blaze Alexander,Alexander,7.8540542190139355,74,2500,MIN@BAL,BAL,MIN,,,,,,2B/3B/SS/OF/UTIL
"","","","","","","","","","","","","","",127566-79918:Kyle Higashioka,127566-79918,C,Kyle,Kyle Higashioka,Higashioka,7.62872314453125,94,2500,TEX@PHI,TEX,PHI,,,,,,C/1B/UTIL
"","","","","","","","","","","","","","",127566-102591:Jake Fraley,127566-102591,OF,Jake,Jake Fraley,Fraley,6.588158055355675,76,2500,TB@STL,TB,STL,,,,,,OF/UTIL
"","","","","","","","","","","","","","",127566-135364:Jordan Walker,127566-135364,OF,Jordan,Jordan Walker,Walker,6.851351351351352,111,2500,TB@STL,STL,TB,,,,,,OF/UTIL
"","","","","","","","","","","","","","",127566-198867:Samuel Basallo,127566-198867,C,Samuel,Samuel Basallo,Basallo,7.080645161290323,31,2500,MIN@BAL,BAL,MIN,,,,,,C/1B/UTIL
"","","","","","","","","","","","","","",127566-198935:Victor Scott II,127566-198935,OF,Victor,Victor Scott II,Scott II,7.36449266516644,138,2500,TB@STL,STL,TB,,,,,,OF/UTIL
"","","","","","","","","","","","","","",127566-16945:Gary Sanchez,127566-16945,C,Gary,Gary Sanchez,Sanchez,8.886666870117187,30,2500,CWS@MIL,MIL,CWS,,,,,,C/1B/UTIL
"","","","","","","","","","","","","","",127566-119363:JJ Bleday,127566-119363,OF,JJ,JJ Bleday,Bleday,7.919387505978954,98,2500,BOS@CIN,CIN,BOS,,,,,,OF/UTIL
"","","","","","","","","","","","","","",127566-23107:Jorge Soler,127566-23107,OF,Jorge,Jorge Soler,Soler,7.709756246427211,82,2500,LAA@HOU,LAA,HOU,,,,,,OF/UTIL
"","","","","","","","","","","","","","",127566-164512:Coby Mayo,127566-164512,3B/1B,Coby,Coby Mayo,Mayo,7.188235294117647,85,2500,MIN@BAL,BAL,MIN,,,,,,C/1B/3B/UTIL
"","","","","","","","","","","","","","",127566-164516:Marcelo Mayer,127566-164516,SS/3B/2B,Marcelo,Marcelo Mayer,Mayer,6.2727272727272725,44,2500,BOS@CIN,BOS,CIN,,,,,,2B/3B/SS/UTIL
"","","","","","","","","","","","","","",127566-82655:Danny Jansen,127566-82655,C,Danny,Danny Jansen,Jansen,7.45510179169324,98,2500,TEX@PHI,TEX,PHI,,,,,,C/1B/UTIL
"","","","","","","","","","","","","","",127566-80848:Victor Caratini,127566-80848,C,Victor,Victor Caratini,Caratini,6.995614035087719,114,2500,MIN@BAL,MIN,BAL,,,,,,C/1B/UTIL
"","","","","","","","","","","","","","",127566-222287:Chase Meidroth,127566-222287,SS/2B,Chase,Chase Meidroth,Meidroth,7.584426129450564,122,2500,CWS@MIL,CWS,MIL,,,,,1,2B/SS/UTIL
"","","","","","","","","","","","","","",127566-85254:Joey Bart,127566-85254,C,Joey,Joey Bart,Bart,6.529032389322917,93,2500,PIT@NYM,PIT,NYM,,,,,,C/1B/UTIL
"","","","","","","","","","","","","","",127566-85285:Nathaniel Lowe,127566-85285,1B,Nathaniel,Nathaniel Lowe,Lowe,8.447436210436699,156,2500,BOS@CIN,CIN,BOS,,,,,,C/1B/UTIL
"","","","","","","","","","","","","","",127566-79154:Brandon Marsh,127566-79154,OF,Brandon,Brandon Marsh,Marsh,7.386861313868613,137,2500,TEX@PHI,PHI,TEX,,,,,,OF/UTIL
"","","","","","","","","","","","","","",127566-79165:Gavin Lux,127566-79165,2B/OF,Gavin,Gavin Lux,Lux,7.25140810684419,142,2500,TB@STL,TB,STL,IL,Shoulder,,,,2B/OF/UTIL
"","","","","","","","","","","","","","",127566-197972:Brooks Lee,127566-197972,SS/3B/2B,Brooks,Brooks Lee,Lee,7.532374100719425,139,2500,MIN@BAL,MIN,BAL,,,,,,2B/3B/SS/UTIL
"","","","","","","","","","","","","","",127566-21885:Javier Baez,127566-21885,SS/3B/OF,Javier,Javier Baez,Baez,7.683581907357743,134,2500,DET@SD,DET,SD,,,,,,3B/SS/OF/UTIL
"","","","","","","","","","","","","","",127566-79255:Jake Bauers,127566-79255,1B/OF,Jake,Jake Bauers,Bauers,6.557608562967052,92,2500,CWS@MIL,MIL,CWS,,,,,,C/1B/OF/UTIL
"","","","","","","","","","","","","","",127566-222836:JJ Wetherholt,127566-222836,SS/2B,JJ,JJ Wetherholt,Wetherholt,,0,2500,TB@STL,STL,TB,,,,,,2B/SS/UTIL
"","","","","","","","","","","","","","",127566-222846:Cam Smith,127566-222846,OF,Cam,Cam Smith,Smith,7.66044776119403,134,2500,LAA@HOU,HOU,LAA,,,,,,OF/UTIL
"","","","","","","","","","","","","","",127566-181987:Masataka Yoshida,127566-181987,OF,Masataka,Masataka Yoshida,Yoshida,7.5379312449488145,58,2500,BOS@CIN,BOS,CIN,,,,,,OF/UTIL
"","","","","","","","","","","","","","",127566-102325:Parker Meadows,127566-102325,OF,Parker,Parker Meadows,Meadows,6.46969696969697,66,2500,DET@SD,DET,SD,,,,,,OF/UTIL
"","","","","","","","","","","","","","",127566-102326:Kody Clemens,127566-102326,1B/2B/3B/OF,Kody,Kody Clemens,Clemens,7.6823530437565655,119,2500,MIN@BAL,MIN,BAL,,,,,,C/1B/2B/3B/OF/UTIL
"","","","","","","","","","","","","","",127566-102348:Jeremiah Jackson,127566-102348,SS,Jeremiah,Jeremiah Jackson,Jackson,8.427083333333334,48,2500,MIN@BAL,BAL,MIN,,,,,,SS/UTIL
"","","","","","","","","","","","","","",127566-135190:Taylor Walls,127566-135190,SS/2B,Taylor,Taylor Walls,Walls,6.73465358620823,101,2400,TB@STL,TB,STL,IL,Oblique,,,,2B/SS/UTIL
"","","","","","","","","","","","","","",127566-135524:Austin Martin,127566-135524,OF/2B,Austin,Austin Martin,Martin,8.017999877929688,50,2400,MIN@BAL,MIN,BAL,,,,,,2B/OF/UTIL
"","","","","","","","","","","","","","",127566-201253:Joey Loperfido,127566-201253,OF,Joey,Joey Loperfido,Loperfido,6.152380807059152,42,2400,LAA@HOU,HOU,LAA,,,,,,OF/UTIL
"","","","","","","","","","","","","","",127566-82593:Keibert Ruiz,127566-82593,C,Keibert,Keibert Ruiz,Ruiz,6.239705702837775,68,2400,WSH@CHC,WSH,CHC,,,,,,C/1B/UTIL
"","","","","","","","","","","","","","",127566-164513:Joey Ortiz,127566-164513,3B/2B/SS,Joey,Joey Ortiz,Ortiz,6.298101111303402,158,2400,CWS@MIL,MIL,CWS,,,,,,2B/3B/SS/UTIL
"","","","","","","","","","","","","","",127566-82596:Jake Rogers,127566-82596,C,Jake,Jake Rogers,Rogers,5.77,50,2400,DET@SD,DET,SD,,,,,,C/1B/UTIL
"","","","","","","","","","","","","","",127566-224021:Otto Kemp,127566-224021,3B/1B/OF,Otto,Otto Kemp,Kemp,7.828571622333829,63,2400,TEX@PHI,PHI,TEX,,,,,,C/1B/3B/OF/UTIL
"","","","","","","","","","","","","","",127566-13099:Travis d'Arnaud,127566-13099,C,Travis,Travis d'Arnaud,d'Arnaud,5.72029003198596,69,2400,LAA@HOU,LAA,HOU,,,,,,C/1B/UTIL
"","","","","","","","","","","","","","",127566-146697:Garrett Mitchell,127566-146697,OF,Garrett,Garrett Mitchell,Mitchell,5.652000122070312,25,2400,CWS@MIL,MIL,CWS,,,,,,OF/UTIL
"","","","","","","","","","","","","","",127566-197908:Pedro Pages,127566-197908,C,Pedro,Pedro Pages,Pages,6.590178353445871,112,2400,TB@STL,STL,TB,,,,,,C/1B/UTIL
"","","","","","","","","","","","","","",127566-79153:Jahmai Jones,127566-79153,OF,Jahmai,Jahmai Jones,Jones,6.192105343467311,76,2400,DET@SD,DET,SD,,,,,,OF/UTIL
"","","","","","","","","","","","","","",127566-79216:Ke'Bryan Hayes,127566-79216,3B,Ke'Bryan,Ke'Bryan Hayes,Hayes,6.555194805194805,154,2400,BOS@CIN,CIN,BOS,,,,,,3B/UTIL
"","","","","","","","","","","","","","",127566-79247:Edmundo Sosa,127566-79247,3B/SS/2B/OF,Edmundo,Edmundo Sosa,Sosa,6.8076923076923075,91,2400,TEX@PHI,PHI,TEX,,,,,,2B/3B/SS/OF/UTIL
"","","","","","","","","","","","","","",127566-101817:Luis Rengifo,127566-101817,2B/3B/SS,Luis,Luis Rengifo,Rengifo,6.772108843537415,147,2400,CWS@MIL,MIL,CWS,,,,,,2B/3B/SS/UTIL
"","","","","","","","","","","","","","",127566-101842:Ty France,127566-101842,1B,Ty,Ty France,France,6.882142857142857,140,2400,DET@SD,SD,DET,,,,,,C/1B/UTIL
"","","","","","","","","","","","","","",127566-206383:Brooks Baldwin,127566-206383,2B/SS/OF,Brooks,Brooks Baldwin,Baldwin,6.7708740234375,103,2400,CWS@MIL,CWS,MIL,IL,Elbow,,,0,2B/SS/OF/UTIL
"","","","","","","","","","","","","","",127566-222821:Carson Benge,127566-222821,OF,Carson,Carson Benge,Benge,,0,2400,PIT@NYM,NYM,PIT,,,,,,OF/UTIL
"","","","","","","","","","","","","","",127566-222860:Christian Moore,127566-222860,2B,Christian,Christian Moore,Moore,7.132075471698113,53,2400,LAA@HOU,LAA,HOU,,,,,,2B/UTIL
"","","","","","","","","","","","","","",127566-165583:Edgar Quero,127566-165583,C,Edgar,Edgar Quero,Quero,6.51531542528857,111,2400,CWS@MIL,CWS,MIL,,,,,8,C/1B/UTIL
"","","","","","","","","","","","","","",127566-135194:Freddy Fermin,127566-135194,C,Freddy,Freddy Fermin,Fermin,5.375221454991704,113,2300,DET@SD,SD,DET,,,,,,C/1B/UTIL
"","","","","","","","","","","","","","",127566-79896:Luis Torrens,127566-79896,C,Luis,Luis Torrens,Torrens,5.424731182795699,93,2300,PIT@NYM,NYM,PIT,,,,,,C/1B/UTIL
"","","","","","","","","","","","","","",127566-38973:Tyrone Taylor,127566-38973,OF,Tyrone,Tyrone Taylor,Taylor,5.728318476043971,113,2300,PIT@NYM,NYM,PIT,,,,,,OF/UTIL
"","","","","","","","","","","","","","",127566-102486:Blake Perkins,127566-102486,OF,Blake,Blake Perkins,Perkins,6.986885446016906,61,2300,CWS@MIL,MIL,CWS,,,,,,OF/UTIL
"","","","","","","","","","","","","","",127566-116841:Sam Haggerty,127566-116841,2B/1B/OF,Sam,Sam Haggerty,Haggerty,7.042187690734863,64,2300,TEX@PHI,TEX,PHI,,,,,,C/1B/2B/OF/UTIL
"","","","","","","","","","","","","","",127566-198877:Matt Shaw,127566-198877,3B,Matt,Matt Shaw,Shaw,7.864925555328824,134,2300,WSH@CHC,CHC,WSH,,,,,,3B/UTIL
"","","","","","","","","","","","","","",127566-219666:Jake Mangum,127566-219666,OF,Jake,Jake Mangum,Mangum,7.884745969610699,118,2300,PIT@NYM,PIT,NYM,,,,,,OF/UTIL
"","","","","","","","","","","","","","",127566-119337:Michael Toglia,127566-119337,1B/OF,Michael,Michael Toglia,Toglia,6.869663195663623,89,2300,BOS@CIN,CIN,BOS,,,,,,C/1B/OF/UTIL
"","","","","","","","","","","","","","",127566-119365:Nasim Nunez,127566-119365,SS/2B,Nasim,Nasim Nunez,Nunez,6.771795028295273,39,2300,WSH@CHC,WSH,CHC,,,,,,2B/SS/UTIL
"","","","","","","","","","","","","","",127566-154422:Matt Vierling,127566-154422,OF/3B,Matt,Matt Vierling,Vierling,5.8290321596207155,31,2300,DET@SD,DET,SD,,,,,,3B/OF/UTIL
"","","","","","","","","","","","","","",127566-82977:Isiah Kiner-Falefa,127566-82977,SS/3B/2B,Isiah,Isiah Kiner-Falefa,Kiner-Falefa,6.044444364659927,153,2300,BOS@CIN,BOS,CIN,,,,,,2B/3B/SS/UTIL
"","","","","","","","","","","","","","",127566-193863:Jacob Young,127566-193863,OF,Jacob,Jacob Young,Young,5.635833231608073,120,2300,WSH@CHC,WSH,CHC,,,,,,OF/UTIL
"","","","","","","","","","","","","","",127566-101753:Dylan Moore,127566-101753,2B/SS/3B/OF,Dylan,Dylan Moore,Moore,5.589622641509434,106,2300,TEX@PHI,PHI,TEX,,,,,,2B/3B/SS/OF/UTIL
"","","","","","","","","","","","","","",127566-101850:Ramon Urias,127566-101850,3B/2B/1B,Ramon,Ramon Urias,Urias,6.871428353445871,112,2300,TB@STL,STL,TB,,,,,,C/1B/2B/3B/UTIL
"","","","","","","","","","","","","","",127566-13858:Christian Vazquez,127566-13858,C,Christian,Christian Vazquez,Vazquez,4.95076904296875,65,2300,LAA@HOU,HOU,LAA,,,,,,C/1B/UTIL
"","","","","","","","","","","","","","",127566-181806:Jonny DeLuca,127566-181806,OF,Jonny,Jonny DeLuca,DeLuca,7.5,20,2300,TB@STL,TB,STL,,,,,,OF/UTIL
"","","","","","","","","","","","","","",127566-222825:Kristian Campbell,127566-222825,2B/OF/1B,Kristian,Kristian Campbell,Campbell,7.437313250641324,67,2300,BOS@CIN,BOS,CIN,,,,,,C/1B/2B/OF/UTIL
